%Data from: http://www.custompuzzlecraft.com/Weather/sandiegorain.txt
1879,3.54,1.04,0.10,0.60,0.00,0.07,0.00,0.00,0.00,0.29,2.77,6.32,14.73,0.61,1.50,1.43,1.34,0.06,0.06,14.38
1880,0.61,1.50,1.43,1.34,0.06,0.06,0.09,0.32,0.00,0.53,0.28,4.15,10.37,0.52,0.45,1.88,1.35,0.04,0.05,9.66
1881,0.52,0.45,1.88,1.35,0.04,0.05,0.00,0.01,0.04,0.24,0.12,0.30,5.00,4.53,2.55,1.02,0.45,0.18,0.07,9.51
1882,4.53,2.55,1.02,0.45,0.18,0.07,0.00,0.00,0.01,0.41,0.39,0.13,9.74,1.09,0.95,0.41,0.31,1.14,0.08,4.92
1883,1.09,0.95,0.41,0.31,1.14,0.08,0.00,0.00,0.00,2.01,0.20,1.82,8.01,1.34,9.05,6.23,2.84,2.17,0.31,25.97
1884,1.34,9.05,6.23,2.84,2.17,0.31,0.00,0.00,0.07,0.35,0.11,5.12,27.59,0.35,0.02,0.78,1.20,0.61,0.06,8.67
1885,0.35,0.02,0.78,1.20,0.61,0.06,0.00,0.13,0.00,0.31,1.56,0.71,5.73,6.95,1.51,3.73,1.95,0.04,0.07,16.96
1886,6.95,1.51,3.73,1.95,0.04,0.07,0.00,0.00,0.00,0.05,0.95,0.10,15.35,0.04,4.51,0.02,2.14,0.47,0.04,8.32
1887,0.04,4.51,0.02,2.14,0.47,0.04,0.01,0.00,0.00,0.00,2.08,1.14,10.45,1.96,1.48,2.79,0.10,0.22,0.04,9.82
1888,1.96,1.48,2.79,0.10,0.22,0.04,0.01,0.00,0.04,0.26,1.83,2.84,11.57,1.72,1.80,2.20,0.19,0.03,0.10,11.02
1889,1.72,1.80,2.20,0.19,0.03,0.10,0.00,0.04,0.00,2.12,0.12,7.71,16.03,2.79,1.70,0.41,0.05,0.08,0.00,15.02
1890,2.79,1.70,0.41,0.05,0.08,0.00,0.00,0.00,0.65,0.01,0.72,1.61,8.02,1.21,4.84,0.27,0.76,0.35,0.05,10.47
1891,1.21,4.84,0.27,0.76,0.35,0.05,0.00,0.00,0.08,0.04,0.10,1.29,8.99,1.58,2.96,0.96,0.41,1.15,0.13,8.70
1892,1.58,2.96,0.96,0.41,1.15,0.13,0.00,0.05,0.00,0.22,0.94,0.69,9.09,0.78,0.47,5.50,0.22,0.39,0.00,9.26
1893,0.78,0.47,5.50,0.22,0.39,0.00,0.00,0.00,0.00,0.11,0.91,1.91,10.29,0.29,0.49,1.05,0.11,0.09,0.01,4.97
1894,0.29,0.49,1.05,0.11,0.09,0.01,0.00,0.04,0.01,0.00,0.00,2.26,4.35,7.33,0.53,1.43,0.11,0.19,0.00,11.90
1895,7.33,0.53,1.43,0.11,0.19,0.00,0.00,0.00,0.01,0.27,1.19,0.27,11.33,1.27,0.02,2.89,0.25,0.03,0.01,6.21
1896,1.27,0.02,2.89,0.25,0.03,0.01,0.00,0.13,0.00,0.97,0.98,2.18,8.73,3.13,2.72,1.53,0.02,0.12,0.00,11.78
1897,3.13,2.72,1.53,0.02,0.12,0.00,0.01,0.00,0.00,1.06,0.02,0.32,8.93,1.71,0.06,0.91,0.22,0.66,0.02,4.99
1898,1.71,0.06,0.91,0.22,0.66,0.02,0.00,0.00,0.07,0.00,0.15,0.87,4.67,2.34,0.30,0.85,0.29,0.10,0.27,5.24
1899,2.34,0.30,0.85,0.29,0.10,0.27,0.00,0.07,0.00,0.35,0.86,0.65,6.08,0.69,0.03,0.53,1.26,1.45,0.08,5.97
1900,0.69,0.03,0.53,1.26,1.45,0.08,0.00,0.00,0.00,0.39,1.43,0.00,5.86,2.08,4.77,1.07,0.01,0.77,0.02,10.54
1901,2.08,4.77,1.07,0.01,0.77,0.02,0.00,0.00,0.06,0.28,0.41,0.02,9.49,1.70,1.57,1.86,0.21,0.06,0.00,6.17
1902,1.70,1.57,1.86,0.21,0.06,0.00,0.92,0.00,0.00,0.06,1.53,3.58,11.49,0.69,2.27,1.17,1.40,0.14,0.00,11.76
1903,0.69,2.27,1.17,1.40,0.14,0.00,0.00,0.00,0.00,0.07,0.00,0.35,6.09,0.04,1.50,2.17,0.15,0.12,0.00,4.40
1904,0.04,1.50,2.17,0.15,0.12,0.00,0.00,0.00,0.00,0.17,0.00,2.46,6.61,2.16,5.90,2.98,0.30,0.35,0.00,14.32
1905,2.16,5.90,2.98,0.30,0.35,0.00,0.16,0.00,0.50,0.25,3.38,0.38,16.36,0.98,2.62,4.68,0.98,0.72,0.03,14.68
1906,0.98,2.62,4.68,0.98,0.72,0.03,0.00,0.10,0.12,0.03,0.62,4.02,14.90,3.27,0.45,1.62,0.13,0.07,0.19,10.62
1907,3.27,0.45,1.62,0.13,0.07,0.19,0.03,0.00,0.00,1.71,0.05,0.43,7.95,2.80,2.41,0.61,0.35,0.16,0.00,8.55
1908,2.80,2.41,0.61,0.35,0.16,0.00,0.00,0.64,0.20,0.15,1.00,0.27,8.59,3.57,1.76,2.62,0.02,0.00,0.00,10.23
1909,3.57,1.76,2.62,0.02,0.00,0.00,0.00,0.00,0.02,0.00,2.39,3.76,14.14,2.00,0.19,1.30,0.08,0.05,0.00,9.79
1910,2.00,0.19,1.30,0.08,0.05,0.00,0.01,0.05,0.17,1.35,0.40,0.15,5.75,3.35,4.92,0.92,0.65,0.01,0.01,11.99
1911,3.35,4.92,0.92,0.65,0.01,0.01,0.12,0.00,0.10,0.28,0.02,1.39,11.77,0.66,0.00,5.72,2.13,0.17,0.16,10.75
1912,0.66,0.00,5.72,2.13,0.17,0.16,0.14,0.26,0.00,0.89,0.40,0.03,10.56,1.19,2.40,0.42,0.08,0.07,0.09,5.97
1913,1.19,2.40,0.42,0.08,0.07,0.09,0.06,0.02,0.02,0.00,2.23,0.72,7.30,3.59,1.90,0.36,0.85,0.08,0.00,9.83
1914,3.59,1.90,0.36,0.85,0.08,0.00,0.00,0.00,0.00,1.05,0.86,2.21,10.90,4.91,3.62,0.33,1.15,0.28,0.00,14.41
1915,4.91,3.62,0.33,1.15,0.28,0.00,0.00,0.00,0.00,0.00,0.73,2.60,13.62,7.56,0.66,0.98,0.01,0.01,0.00,12.55
1916,7.56,0.66,0.98,0.01,0.01,0.00,0.02,0.01,0.25,0.87,0.05,1.14,11.56,4.32,1.84,0.26,1.06,0.31,0.00,10.13
1917,4.32,1.84,0.26,1.06,0.31,0.00,0.00,0.00,0.00,0.17,0.08,0.00,8.04,1.64,1.52,4.57,0.00,0.00,0.06,8.04
1918,1.64,1.52,4.57,0.00,0.00,0.06,0.00,0.11,0.08,0.42,1.91,0.00,10.31,0.61,1.46,1.83,0.30,0.34,0.00,7.06
1919,0.61,1.46,1.83,0.30,0.34,0.00,0.00,0.01,0.26,1.04,0.43,0.48,6.76,0.43,2.87,2.46,0.47,0.44,0.02,8.91
1920,0.43,2.87,2.46,0.47,0.44,0.02,0.00,0.01,0.08,0.18,0.19,0.54,7.69,2.02,0.35,1.13,0.04,2.54,0.00,7.08
1921,2.02,0.35,1.13,0.04,2.54,0.00,0.00,0.00,1.24,0.67,0.30,9.26,17.55,3.45,1.86,1.34,0.17,0.36,0.00,18.65
1922,3.45,1.86,1.34,0.17,0.36,0.00,0.01,0.00,0.00,0.09,0.75,1.21,9.24,1.34,1.53,0.34,1.05,0.00,0.04,6.36
1923,1.34,1.53,0.34,1.05,0.00,0.04,0.01,0.00,0.03,0.37,0.16,1.65,6.52,0.26,0.00,2.41,0.77,0.00,0.00,5.66
1924,0.26,0.00,2.41,0.77,0.00,0.00,0.00,0.00,0.00,0.35,0.55,1.34,5.68,0.08,0.30,1.78,1.11,0.15,0.15,5.81
1925,0.08,0.30,1.78,1.11,0.15,0.15,0.00,0.01,0.00,3.67,1.16,1.50,9.91,0.78,2.33,0.82,5.37,0.01,0.01,15.66
1926,0.78,2.33,0.82,5.37,0.01,0.01,0.00,0.05,0.00,0.21,0.59,3.89,14.06,0.32,6.68,2.05,0.71,0.12,0.12,14.74
1927,0.32,6.68,2.05,0.71,0.12,0.12,0.00,0.01,0.04,1.76,0.05,4.57,16.43,0.21,0.79,0.69,0.14,0.36,0.09,8.71
1928,0.21,0.79,0.69,0.14,0.36,0.09,0.00,0.03,0.00,0.14,0.63,2.42,5.50,0.90,1.14,1.22,0.57,0.05,0.00,7.10
1929,0.90,1.14,1.22,0.57,0.05,0.00,0.00,0.00,0.26,0.00,0.00,0.00,4.14,3.90,0.66,3.02,1.06,1.81,0.02,10.73
1930,3.90,0.66,3.02,1.06,1.81,0.02,0.00,0.00,0.00,0.22,1.04,0.00,11.73,3.72,4.11,0.06,1.38,0.24,0.01,10.78
1931,3.72,4.11,0.06,1.38,0.24,0.01,0.00,0.08,0.00,0.05,1.95,3.56,15.16,1.45,5.15,0.42,0.50,0.01,0.01,13.18
1932,1.45,5.15,0.42,0.50,0.01,0.01,0.00,0.00,0.00,1.10,0.30,2.40,11.34,4.32,0.02,0.13,1.75,0.53,0.08,10.63
1933,4.32,0.02,0.13,1.75,0.53,0.08,0.02,0.01,0.02,0.16,0.03,1.10,8.17,0.30,1.88,0.24,0.01,0.02,0.47,4.26
1934,0.30,1.88,0.24,0.01,0.02,0.47,0.00,0.02,0.18,0.42,1.95,3.38,8.87,2.15,4.54,1.42,1.02,0.02,0.00,15.10
1935,2.15,4.54,1.42,1.02,0.02,0.00,0.00,0.18,0.01,0.05,0.07,0.74,10.20,0.75,5.18,0.92,0.48,0.00,0.01,8.39
1936,0.75,5.18,0.92,0.48,0.00,0.01,0.01,0.28,0.04,1.86,0.44,4.45,14.42,1.52,4.22,2.65,0.13,0.32,0.01,15.93
1937,1.52,4.22,2.65,0.13,0.32,0.01,0.16,0.00,0.00,0.00,0.02,1.06,10.09,0.89,3.26,3.73,0.44,0.15,0.01,9.72
1938,0.89,3.26,3.73,0.44,0.15,0.01,0.00,0.03,0.00,0.23,0.02,4.25,13.01,2.38,1.23,1.17,0.47,0.01,0.00,9.79
1939,2.38,1.23,1.17,0.47,0.01,0.00,0.00,0.00,3.14,0.62,1.13,0.54,10.69,2.15,3.56,0.82,0.46,0.00,0.00,12.42
1940,2.15,3.56,0.82,0.46,0.00,0.00,0.00,0.00,0.08,1.50,0.49,6.09,15.15,2.03,5.31,5.89,3.35,0.00,0.00,24.74
1941,2.03,5.31,5.89,3.35,0.00,0.00,0.06,0.03,0.28,2.90,2.23,2.85,24.93,0.21,1.06,1.91,1.40,0.11,0.01,13.05
1942,0.21,1.06,1.91,1.40,0.11,0.01,0.00,0.00,0.00,0.27,0.27,0.69,5.93,6.26,1.40,1.66,0.52,0.02,0.01,11.10
1943,6.26,1.40,1.66,0.52,0.02,0.01,0.00,0.00,0.04,0.20,0.03,7.60,17.74,1.22,3.65,0.80,0.61,0.22,0.10,14.47
1944,1.22,3.65,0.80,0.61,0.22,0.10,0.00,0.00,0.00,0.00,4.93,1.53,13.06,0.42,1.91,2.03,0.03,0.04,0.15,11.04
1945,0.42,1.91,2.03,0.03,0.04,0.15,0.00,0.87,0.03,0.00,0.13,3.62,9.23,0.89,0.60,2.67,0.52,0.01,0.00,9.34
1946,0.89,0.60,2.67,0.52,0.01,0.00,0.00,0.00,0.00,0.34,2.53,1.18,8.74,0.35,0.43,0.97,0.36,0.17,0.00,6.33
1947,0.35,0.43,0.97,0.36,0.17,0.00,0.00,0.00,0.18,0.08,0.72,3.02,6.28,0.00,1.07,1.60,0.13,0.01,0.02,6.83
1948,0.00,1.07,1.60,0.13,0.01,0.02,0.00,0.00,0.00,1.32,0.10,2.38,6.63,3.56,1.81,0.75,0.09,0.41,0.00,10.42
1949,3.56,1.81,0.75,0.09,0.41,0.00,0.00,0.00,0.00,0.23,1.16,0.86,8.87,3.31,1.62,1.00,0.28,0.09,0.00,8.55
1950,3.31,1.62,1.00,0.28,0.09,0.00,0.08,0.00,0.00,0.01,1.23,0.05,7.67,1.60,0.50,0.50,1.95,0.00,0.00,5.92
1951,1.60,0.50,0.50,1.95,0.00,0.00,0.00,0.85,0.04,0.68,1.23,3.87,11.22,4.24,0.60,4.97,1.54,0.00,0.14,18.16
1952,4.24,0.60,4.97,1.54,0.00,0.14,0.00,0.00,0.00,0.00,1.83,2.20,15.52,0.58,0.58,0.79,0.33,0.09,0.14,6.54
1953,0.58,0.58,0.79,0.33,0.09,0.14,0.00,0.00,0.00,0.07,0.80,0.03,3.41,2.76,1.03,4.31,0.09,0.01,0.03,9.13
1954,2.76,1.03,4.31,0.09,0.01,0.03,0.00,0.00,0.00,0.00,0.74,0.55,9.52,3.59,0.56,0.38,0.90,0.49,0.00,7.21
1955,3.59,0.56,0.38,0.90,0.49,0.00,0.00,0.11,0.00,0.00,0.55,0.33,6.91,1.65,0.22,0.00,1.56,0.10,0.00,4.52
1956,1.65,0.22,0.00,1.56,0.10,0.00,0.00,0.00,0.00,0.68,0.00,0.18,4.39,4.80,0.50,0.75,0.84,0.88,0.26,8.89
1957,4.80,0.50,0.75,0.84,0.88,0.26,0.00,0.00,0.37,1.76,0.59,1.38,12.13,0.62,3.15,3.98,1.65,0.40,0.00,13.90
1958,0.62,3.15,3.98,1.65,0.40,0.00,0.00,0.00,0.62,0.01,0.44,0.06,10.93,0.08,3.76,0.00,0.31,0.00,0.00,5.28
1959,0.08,3.76,0.00,0.31,0.00,0.00,0.00,0.00,0.04,0.23,0.02,1.44,5.88,2.99,1.45,0.55,0.56,0.17,0.00,7.45
1960,2.99,1.45,0.55,0.56,0.17,0.00,0.00,0.00,0.06,0.04,1.01,0.22,7.05,1.21,0.06,0.85,0.00,0.01,0.00,3.46
1961,1.21,0.06,0.85,0.00,0.01,0.00,0.00,0.04,0.00,0.20,0.79,1.45,4.61,2.71,3.08,0.64,0.01,0.62,0.09,9.63
1962,2.71,3.08,0.64,0.01,0.62,0.09,0.00,0.00,0.00,0.01,0.01,0.22,7.39,0.11,1.22,1.33,0.71,0.09,0.28,3.98
1963,0.11,1.22,1.33,0.71,0.09,0.28,0.00,0.00,1.90,0.13,1.85,0.10,7.72,1.30,0.37,0.97,0.20,0.15,0.08,7.05
1964,1.30,0.37,0.97,0.20,0.15,0.08,0.00,0.00,0.00,0.02,1.01,1.17,5.27,0.40,0.52,1.79,3.58,0.00,0.01,8.50
1965,0.40,0.52,1.79,3.58,0.00,0.01,0.02,0.00,0.29,0.00,5.82,6.60,19.03,1.29,0.86,0.17,0.00,0.02,0.00,15.07
1966,1.29,0.86,0.17,0.00,0.02,0.00,0.00,0.00,0.00,0.80,0.82,3.22,7.18,2.20,0.00,1.14,2.24,0.05,0.16,10.63
1967,2.20,0.00,1.14,2.24,0.05,0.16,0.01,0.14,0.08,0.00,3.53,1.66,11.21,0.35,0.22,1.55,0.34,0.08,0.00,7.96
1968,0.35,0.22,1.55,0.34,0.08,0.00,0.13,0.00,0.00,0.04,0.36,0.61,3.68,4.78,4.34,0.94,0.21,0.17,0.02,11.60
1969,4.78,4.34,0.94,0.21,0.17,0.02,0.00,0.01,0.00,0.04,0.79,0.46,11.76,0.86,2.58,1.50,0.09,0.01,0.00,6.34
1970,0.86,2.58,1.50,0.09,0.01,0.00,0.00,0.00,0.00,0.07,2.05,2.22,9.38,0.30,1.27,0.20,0.93,0.95,0.01,8.00
1971,0.30,1.27,0.20,0.93,0.95,0.01,0.00,0.03,0.00,1.66,0.06,3.27,8.68,0.07,0.10,0.00,0.02,0.10,0.38,5.69
1972,0.07,0.10,0.00,0.02,0.10,0.38,0.00,0.02,0.44,0.58,3.16,1.61,6.48,1.68,1.63,2.26,0.05,0.00,0.00,11.43
1973,1.68,1.63,2.26,0.05,0.00,0.00,0.00,0.00,0.02,0.01,1.63,0.19,7.47,2.96,0.04,1.70,0.02,0.01,0.02,6.60
1974,2.96,0.04,1.70,0.02,0.01,0.02,0.01,0.00,0.00,1.03,0.14,2.20,8.13,0.49,0.96,3.79,2.00,0.01,0.02,10.65
1975,0.49,0.96,3.79,2.00,0.01,0.02,0.00,0.00,0.00,0.09,0.64,0.37,8.37,0.00,5.40,0.99,1.33,0.27,0.02,9.11
1976,0.00,5.40,0.99,1.33,0.27,0.02,0.02,0.01,1.00,0.38,0.75,1.06,11.23,2.36,0.06,0.61,0.01,1.79,0.03,8.08
1977,2.36,0.06,0.61,0.01,1.79,0.03,0.00,2.13,0.00,0.50,0.05,1.67,9.21,5.95,2.64,5.00,0.73,0.04,0.00,18.71
1978,5.95,2.64,5.00,0.73,0.04,0.00,0.00,0.00,0.72,0.05,2.09,2.19,19.41,5.82,0.85,3.71,0.02,0.09,0.01,15.55
1979,5.82,0.85,3.71,0.02,0.09,0.01,0.09,0.01,0.00,0.73,0.27,0.02,11.62,5.58,4.47,2.71,1.18,0.65,0.01,15.72
1980,5.58,4.47,2.71,1.18,0.65,0.01,0.00,0.00,0.00,0.05,0.00,0.31,14.96,1.48,2.26,3.74,0.22,0.04,0.00,8.10
1981,1.48,2.26,3.74,0.22,0.04,0.00,0.00,0.00,0.03,0.14,1.79,0.54,10.24,2.71,0.88,4.74,0.62,0.01,0.04,11.50
1982,2.71,0.88,4.74,0.62,0.01,0.04,0.00,0.00,0.38,0.05,2.10,1.43,12.96,2.10,3.88,6.57,1.74,0.01,0.00,18.26
1983,2.10,3.88,6.57,1.74,0.01,0.00,0.01,0.39,0.21,0.40,1.94,1.53,18.78,0.46,0.09,0.04,0.62,0.00,0.04,5.73
1984,0.46,0.09,0.04,0.62,0.00,0.04,0.19,0.06,0.00,0.29,2.37,4.55,8.71,0.52,0.77,0.58,0.32,0.00,0.00,9.65
1985,0.52,0.77,0.58,0.32,0.00,0.00,0.00,0.00,0.20,0.29,4.92,1.06,8.66,0.75,2.59,3.12,1.17,0.00,0.00,14.10
1986,0.75,2.59,3.12,1.17,0.00,0.00,0.01,0.00,1.04,1.39,1.16,0.95,12.18,1.68,1.53,1.04,0.78,0.03,0.00,9.61
1987,1.68,1.53,1.04,0.78,0.03,0.00,0.03,0.01,0.70,1.74,1.33,2.73,11.60,0.89,1.37,0.59,3.71,0.08,0.00,13.18
1988,0.89,1.37,0.59,3.71,0.08,0.00,0.00,0.00,0.00,0.00,1.39,2.23,10.26,0.42,0.70,0.69,0.12,0.04,0.06,5.65
1989,0.42,0.70,0.69,0.12,0.04,0.06,0.00,0.00,0.23,0.47,0.09,1.01,3.83,2.52,1.13,0.25,0.76,0.51,0.87,7.84
1990,2.52,1.13,0.25,0.76,0.51,0.87,0.00,0.01,0.00,0.00,0.65,0.59,7.29,1.06,2.46,6.96,0.05,0.01,0.00,11.79
1991,1.06,2.46,6.96,0.05,0.01,0.00,0.24,0.01,0.28,0.69,0.05,1.70,13.51,1.81,3.34,4.42,0.28,0.07,0.04,12.93
1992,1.81,3.34,4.42,0.28,0.07,0.04,0.03,0.05,0.00,0.18,0.03,2.56,12.81,9.09,4.73,1.22,0.00,0.01,0.41,18.31
1993,9.09,4.73,1.22,0.00,0.01,0.41,0.03,0.00,0.00,0.22,0.77,0.78,17.26,0.70,2.75,3.67,0.93,0.07,0.00,9.92
1994,0.70,2.75,3.67,0.93,0.07,0.00,0.03,0.01,0.00,0.01,0.46,0.80,9.43,8.06,1.93,3.81,0.96,0.59,0.46,17.12
1995,8.06,1.93,3.81,0.96,0.59,0.46,0.05,0.00,0.00,0.00,0.30,0.88,17.04,1.52,0.88,1.10,0.36,0.02,0.00,5.11
1996,1.52,0.88,1.10,0.36,0.02,0.00,0.09,0.00,0.03,0.94,1.70,0.63,7.27,3.02,0.31,0.00,0.28,0.00,0.00,7.00
1997,3.02,0.31,0.00,0.28,0.00,0.00,0.00,0.00,0.85,0.02,1.17,1.35,7.00,2.68,7.65,2.21,1.11,0.64,0.10,17.78
1998,2.68,7.65,2.21,1.11,0.64,0.10,0.20,0.00,0.03,0.08,0.69,0.66,16.05,1.54,0.70,1.09,1.62,0.06,0.04,6.71
1999,1.54,0.70,1.09,1.62,0.06,0.04,0.00,0.00,0.02,0.00,0.04,0.32,5.43,0.17,3.67,1.00,0.54,0.00,0.00,5.76
2000,0.17,3.67,1.00,0.54,0.00,0.00,0.00,0.01,0.00,1.24,0.26,0.01,6.90,3.28,2.38,0.63,0.76,0.01,0.00,8.58
2001,3.28,2.38,0.63,0.76,0.01,0.00,0.00,0.00,0.00,0.00,0.95,0.46,8.47,0.32,0.17,0.46,0.63,0.00,0.00,2.99
2002,0.32,0.17,0.46,0.63,0.00,0.00,0.00,0.00,0.31,0.04,0.32,1.98,4.23,0.02,4.88,1.36,1.41,0.30,0.00,10.62
2003,0.02,4.88,1.36,1.41,0.30,0.00,0.00,0.00,0.00,0.00,0.60,0.61,9.18,0.34,2.81,0.22,0.60,0.00,0.00,5.18
2004,0.34,2.81,0.22,0.60,0.00,0.00,0.00,0.00,0.00,4.98,0.33,4.01,13.29,4.49,5.83,2.12,0.59,0.12,0.02,22.49
2005,4.49,5.83,2.12,0.59,0.12,0.02,0.01,0.00,0.10,0.46,0.12,0.25,14.11,0.36,1.11,1.36,0.88,1.41,0.00,6.06
2006,0.36,1.11,1.36,0.88,1.41,0.00,0.04,0.01,0.00,0.76,0.15,0.71,6.79,0.51,1.12,0.09,0.46,0.00,0.00,3.85
2007,0.51,1.12,0.09,0.46,0.00,0.00,0.00,0.00,0.05,0.37,0.97,0.80,4.37,3.34,1.21,0.26,0.00,0.23,0.02,7.25
2008,3.34,1.21,0.26,0.00,0.23,0.02,0.00,0.00,0.00,0.18,2.49,3.38,11.11,0.08,2.63,0.18,0.14,0.04,0.03,9.15
2009,0.08,2.63,0.18,0.14,0.04,0.03,0.00,0.00,0.00,0.00,0.12,2.28,5.50,3.38,2.28,0.68,1.78,0.01,0.02,10.55
2010,3.38,2.28,0.68,1.78,0.01,0.02,0.02,0.00,0.03,2.18,0.88,5.00,16.26,0.30,2.10,1.46,0.26,0.36,0.03,12.62
2011,0.30,2.10,1.46,0.26,0.36,0.03,0.00,0.00,0.13,0.46,3.12,0.86,9.08,0.40,1.19,0.97,0.88,0.02,0.00,8.03
2012,0.40,1.19,0.97,0.88,0.02,0.00,0.00,0.00,0.00,0.70,0.28,2.19,6.63,1.21,0.56,1.22,0.01,0.26,0.00,6.43
