person_id,is_registered_democrat,score
10716,0,9.45E-09
10717,0,0.308297054
10718,0,0.320465694
10719,0,8.04E-09
10720,0,0.350008619
10721,0,0.353868063
10722,0,0.335619495
10723,0,0.335619495
10724,0,8.00E-09
10725,0,0.365437002
10726,0,0.36152198
10727,0,0.367889655
10728,0,0.378450793
10729,0,9.92E-09
10730,0,0.297132112
10731,0,0.312682076
10732,0,7.62E-09
10733,0,7.00E-09
10734,0,0.336916622
10735,0,0.36741183
10736,0,0.36741183
10737,0,9.73E-09
10738,0,0.373940299
10739,0,0.367355237
10740,0,0.346892095
10741,0,0.330458809
10742,0,0.324109141
10743,0,0.320413312
10744,0,8.27E-09
10745,0,8.75E-09
10746,0,0.355804783
10747,0,9.26E-09
10748,0,0.319690254
10749,0,0.347730201
10750,0,0.290159137
10751,0,0.32006775
10752,0,0.326965637
10753,0,0.31223093
10754,0,0.354518818
10755,0,0.3236286
10756,0,0.329838495
10757,0,8.25E-09
10758,0,0.322117989
10759,0,0.294443911
10760,0,7.96E-09
10761,0,0.307855486
10762,0,0.328679095
10763,0,7.67E-09
10764,0,7.89E-09
10765,0,0.315281703
10766,0,0.345789568
10767,0,0.329382172
10768,0,9.11E-09
10769,0,0.302425598
10770,0,0.365150966
10771,0,0.354749144
10772,0,9.37E-09
10773,0,0.274052851
10774,0,0.277432236
10775,0,0.31292722
10776,0,0.329730854
10777,0,0.307674279
10778,0,8.24E-09
10779,0,0.342669798
10780,0,0.351252875
10781,0,0.370786056
10782,0,1.00E-08
10783,0,0.382871157
10784,0,0.372260544
10785,0,0.323042564
10786,0,0.31935315
10787,0,0.347489044
10788,0,0.351335723
10789,0,9.34E-09
10790,0,9.08E-09
10791,0,0.297335569
10792,0,0.27767637
10793,0,0.354772919
10794,0,0.304496635
10795,0,0.298551303
10796,0,7.55E-09
10797,0,0.350337482
10798,0,0.350337482
10799,0,0.340246618
10800,0,0.315373442
10801,0,0.377649232
10802,0,0.338738927
10803,0,0.352394438
10804,0,0.333316887
10805,0,9.27E-09
10806,0,0.312021806
10807,0,0.308400918
10808,0,0.340380699
10809,0,0.297504571
10810,0,8.08E-09
10811,0,8.08E-09
10812,0,0.328061135
10813,0,0.297732658
10814,0,0.315636378
10815,0,0.318084187
10816,0,0.377649232
10817,0,0.347651029
10818,0,0.347329231
10819,0,0.312410868
10820,0,8.67E-09
10821,0,8.43E-09
10822,0,0.338663234
10823,0,0.298267883
10824,0,0.358121047
10825,0,0.27155266
10826,0,0.34024728
10827,0,0.346612645
10828,0,0.356778785
10829,0,9.19E-09
10830,0,0.345813839
10831,0,0.345813839
10832,0,0.314660984
10833,0,0.285045798
10834,0,8.52E-09
10835,0,7.83E-09
10836,0,0.299450812
10837,0,0.301828459
10838,0,6.96E-09
10839,0,0.344193847
10840,0,0.35059381
10841,0,9.05E-09
10842,0,0.352394438
10843,0,0.352394438
10844,0,0.341163062
10845,0,8.93E-09
10846,0,0.317451355
10847,0,0.34240645
10848,0,0.347192299
10849,0,0.353617952
10850,0,0.288063775
10851,0,0.28230906
10852,0,7.09E-09
10853,0,0.343040513
10854,0,0.345593524
10855,0,0.359395464
10856,0,0.349067446
10857,0,0.354828661
10858,0,0.317869077
10859,0,0.308193839
10860,0,0.355707516
10861,0,0.384829237
10862,0,0.378168249
10863,0,9.10E-09
10864,0,0.319525459
10865,0,0.326002487
10866,0,0.34232747
10867,0,0.354243567
10868,0,0.313477201
10869,0,0.329005119
10870,0,0.332751527
10871,0,0.314604987
10872,0,8.05E-09
10873,0,0.329489103
10874,0,0.333238286
10875,0,0.292666508
10876,0,0.340028007
10877,0,0.305500087
10878,0,7.93E-09
10879,0,0.360222391
10880,0,0.345813839
10881,0,0.352227745
10882,0,0.319446047
10883,0,0.365877594
10884,0,0.288144974
10885,0,0.32039627
10886,0,0.372850249
10887,0,8.90E-09
10888,0,8.65E-09
10889,0,0.373741199
10890,0,0.371098167
10891,0,0.293049029
10892,0,0.333073056
10893,0,8.61E-09
10894,0,0.313942779
10895,0,0.362428363
10896,0,0.296491129
10897,0,0.267278602
10898,0,0.329764451
10899,0,0.353301283
10900,0,0.376848339
10901,0,9.05E-09
10902,0,0.371098167
10903,0,0.347709924
10904,0,0.313136675
10905,0,0.368289889
10906,0,0.385521219
10907,0,1.05E-08
10908,0,0.329883086
10909,0,0.368342779
10910,0,0.323255604
10911,0,0.299061493
10912,0,0.318110226
10913,0,0.302409088
10914,0,7.82E-09
10915,0,0.379998535
10916,0,0.386671715
10917,0,9.44E-09
10918,0,0.295355295
10919,0,0.278039913
10920,0,7.78E-09
10921,0,0.336968917
10922,0,0.369193011
10923,0,0.35267234
10924,0,0.343699335
10925,0,9.55E-09
10926,0,0.375358959
10927,0,0.309804972
10928,0,0.301414788
10929,0,7.65E-09
10930,0,0.36310384
10931,0,0.32490979
10932,0,8.53E-09
10933,0,9.29E-09
10934,0,0.348870621
10935,0,0.323676298
10936,0,1.02E-08
10937,0,0.28730246
10938,0,0.34599982
10939,0,0.333337218
10940,0,9.02E-09
10941,0,0.34813112
10942,0,0.354564711
10943,0,9.10E-09
10944,0,0.33405034
10945,0,0.336570722
10946,0,0.345344696
10947,0,0.345344696
10948,0,7.68E-09
10949,0,0.340260939
10950,0,0.359409079
10951,0,0.348199415
10952,0,9.47E-09
10953,0,0.315222638
10954,0,0.306750942
10955,0,7.21E-09
10956,0,8.07E-09
10957,0,0.319574632
10958,0,0.29202493
10959,0,0.337023323
10960,0,0.386498484
10961,0,1.03E-08
10962,0,0.377592003
10963,0,0.360507153
10964,0,0.288191605
10965,0,0.279018554
10966,0,0.275183502
10967,0,0.322427324
10968,0,0.364590421
10969,0,0.367214167
10970,0,9.89E-09
10971,0,9.35E-09
10972,0,0.298991276
10973,0,0.317038462
10974,0,0.354490958
10975,0,0.348344933
10976,0,0.33816684
10977,0,1.03E-08
10978,0,0.348309952
10979,0,0.325974712
10980,0,0.307647982
10981,0,8.10E-09
10982,0,7.88E-09
10983,0,0.349333196
10984,0,9.52E-09
10985,0,9.26E-09
10986,0,0.308713255
10987,0,0.345979118
10988,0,0.378565356
10989,0,0.378565356
10990,0,0.354474203
10991,0,0.360960107
10992,0,0.333096972
10993,0,0.378340048
10994,0,0.317269853
10995,0,0.295679121
10996,0,8.24E-09
10997,0,0.361654644
10998,0,0.305345743
10999,0,0.365637926
11000,0,0.376051913
11001,0,0.358996554
11002,0,0.378393517
11003,0,0.345806606
11004,0,0.359493177
11005,0,0.316008821
11006,0,0.353704751
11007,0,8.92E-09
11008,0,0.356083896
11009,0,0.352244929
11010,0,0.320747937
11011,0,0.372366395
11012,0,0.342920688
11013,0,0.366167626
11014,0,0.329192915
11015,0,0.313196009
11016,0,8.46E-09
11017,0,7.56E-09
11018,0,0.373305874
11019,0,0.308050714
11020,0,8.74E-09
11021,0,9.25E-09
11022,0,0.301899056
11023,0,0.320041626
11024,0,8.49E-09
11025,0,8.25E-09
11026,0,0.349807869
11027,0,0.347240244
11028,0,0.330966223
11029,0,0.302871608
11030,0,7.84E-09
11031,0,7.62E-09
11032,0,0.300086688
11033,0,0.31572182
11034,0,0.349752488
11035,0,0.337023323
11036,0,9.17E-09
11037,0,0.353551292
11038,0,0.334443456
11039,0,8.91E-09
11040,0,0.284831999
11041,0,0.312002167
11042,0,0.277612073
11043,0,0.294039378
11044,0,0.297564198
11045,0,0.32859605
11046,0,0.366987867
11047,0,9.61E-09
11048,0,0.354731905
11049,0,0.333076649
11050,0,0.309615485
11051,0,0.325988729
11052,0,0.317253157
11053,0,0.316521115
11054,0,0.281335338
11055,0,0.379769085
11056,0,0.356143831
11057,0,9.43E-09
11058,0,0.340575325
11059,0,0.306017598
11060,0,8.41E-09
11061,0,8.66E-09
11062,0,0.310657443
11063,0,7.77E-09
11064,0,0.316708649
11065,0,0.343489733
11066,0,0.352359747
11067,0,0.362730894
11068,0,9.02E-09
11069,0,1.04E-08
11070,0,0.295012972
11071,0,0.34452371
11072,0,0.363892581
11073,0,0.328477911
11074,0,0.320749992
11075,0,7.27E-09
11076,0,0.320655111
11077,0,0.358614697
11078,0,0.340889453
11079,0,0.326850982
11080,0,0.313415187
11081,0,0.319521685
11082,0,0.328386846
11083,0,0.292169371
11084,0,0.388289913
11085,0,0.368374473
11086,0,8.98E-09
11087,0,0.312672463
11088,0,0.318771209
11089,0,0.319297349
11090,0,0.325464126
11091,0,0.321069857
11092,0,0.359052591
11093,0,9.82E-09
11094,0,0.362188859
11095,0,0.390489978
11096,0,0.322026041
11097,0,0.34676392
11098,0,0.317170658
11099,0,0.320846743
11100,0,7.70E-09
11101,0,0.346501692
11102,0,0.346501692
11103,0,0.305965261
11104,0,0.324238695
11105,0,0.343808532
11106,0,0.350205156
11107,0,7.84E-09
11108,0,7.84E-09
11109,0,0.386036676
11110,0,0.355753072
11111,0,0.358708988
11112,0,0.331573731
11113,0,0.311966065
11114,0,0.330427262
11115,0,0.358177023
11116,0,0.324786073
11117,0,0.346115824
11118,0,0.311261273
11119,0,0.301789609
11120,0,0.333640973
11121,0,0.324909143
11122,0,0.294152758
11123,0,0.362220722
11124,0,0.33656063
11125,0,0.343369849
11126,0,0.34592402
11127,0,8.28E-09
11128,0,9.54E-09
11129,0,0.297457063
11130,0,0.353117191
11131,0,8.79E-09
11132,0,0.367507521
11133,0,0.354484438
11134,0,8.46E-09
11135,0,8.70E-09
11136,0,0.354136261
11137,0,0.341331299
11138,0,0.307372677
11139,0,0.286173151
11140,0,7.23E-09
11141,0,0.310657443
11142,0,0.358516288
11143,0,0.316287239
11144,0,0.286956529
11145,0,0.305603425
11146,0,0.305603425
11147,0,0.33077149
11148,0,0.343386829
11149,0,9.02E-09
11150,0,0.361064593
11151,0,0.345118737
11152,0,0.368431132
11153,0,0.265719388
11154,0,7.95E-09
11155,0,7.73E-09
11156,0,0.351065586
11157,0,0.338313495
11158,0,0.330777914
11159,0,0.322084796
11160,0,0.330576078
11161,0,0.36569816
11162,0,0.36569816
11163,0,9.13E-09
11164,0,0.327930898
11165,0,0.321739675
11166,0,7.64E-09
11167,0,0.35649943
11168,0,9.44E-09
11169,0,9.18E-09
11170,0,0.324899978
11171,0,0.373598325
11172,0,0.31055316
11173,0,0.311492394
11174,0,0.323215918
11175,0,0.363012378
11176,0,0.343665046
11177,0,0.375673022
11178,0,0.355271425
11179,0,9.39E-09
11180,0,0.311036367
11181,0,0.27594623
11182,0,0.331023725
11183,0,0.331023725
11184,0,0.32378144
11185,0,0.370189348
11186,0,0.35712489
11187,0,9.85E-09
11188,0,0.322031631
11189,0,0.334480238
11190,0,0.305862481
11191,0,0.309466902
11192,0,8.65E-09
11193,0,9.41E-09
11194,0,0.317523944
11195,0,0.365715629
11196,0,1.02E-08
11197,0,0.343901684
11198,0,0.287265423
11199,0,0.259253272
11200,0,0.325871272
11201,0,0.322164926
11202,0,8.10E-09
11203,0,8.10E-09
11204,0,0.331870623
11205,0,0.36371976
11206,0,0.321789929
11207,0,0.390547935
11208,0,0.322079206
11209,0,0.334765141
11210,0,8.67E-09
11211,0,0.332853979
11212,0,0.364901133
11213,0,0.333870983
11214,0,0.352491296
11215,0,0.346212933
11216,0,0.323416077
11217,0,0.325895489
11218,0,0.298864056
11219,0,0.292982373
11220,0,7.91E-09
11221,0,7.91E-09
11222,0,0.313333482
11223,0,0.289564241
11224,0,7.15E-09
11225,0,7.56E-09
11226,0,0.357421673
11227,0,0.337710528
11228,0,0.306897423
11229,0,9.20E-09
11230,0,0.346887761
11231,0,0.305965261
11232,0,8.41E-09
11233,0,8.65E-09
11234,0,0.341334936
11235,0,0.316420357
11236,0,0.28681693
11237,0,0.273157203
11238,0,7.89E-09
11239,0,0.35302685
11240,0,0.327683429
11241,0,9.84E-09
11242,0,1.01E-08
11243,0,0.305767963
11244,0,0.317882654
11245,0,0.313104615
11246,0,8.70E-09
11247,0,9.47E-09
11248,0,0.338550545
11249,0,7.88E-09
11250,0,8.34E-09
11251,0,0.339632603
11252,0,0.366902623
11253,0,0.337295416
11254,0,9.99E-09
11255,0,0.336972531
11256,0,0.369196778
11257,0,0.365437002
11258,0,0.368063312
11259,0,1.02E-08
11260,0,0.279508666
11261,0,0.324675476
11262,0,0.311946428
11263,0,0.305919618
11264,0,7.60E-09
11265,0,6.79E-09
11266,0,0.329902849
11267,0,0.385117506
11268,0,0.367893417
11269,0,9.11E-09
11270,0,0.362822326
11271,0,0.333371
11272,0,8.77E-09
11273,0,8.52E-09
11274,0,0.343232992
11275,0,0.35996
11276,0,9.43E-09
11277,0,0.355246852
11278,0,9.50E-09
11279,0,0.328952017
11280,0,0.351758942
11281,0,0.320028642
11282,0,0.330872519
11283,0,0.295434329
11284,0,0.315801105
11285,0,7.65E-09
11286,0,0.292966052
11287,0,7.06E-09
11288,0,7.06E-09
11289,0,0.345338908
11290,0,0.351748742
11291,0,1.04E-08
11292,0,1.04E-08
11293,0,0.360334635
11294,0,0.314100508
11295,0,0.368091233
11296,0,0.344788604
11297,0,0.350299116
11298,0,0.324215835
11299,0,0.326698417
11300,0,0.326001839
11301,0,0.313720033
11302,0,7.57E-09
11303,0,0.34418375
11304,0,0.357037716
11305,0,1.03E-08
11306,0,1.00E-08
11307,0,0.33517197
11308,0,0.3346168
11309,0,0.357607176
11310,0,8.33E-09
11311,0,0.298668996
11312,0,0.332984083
11313,0,0.372910973
11314,0,0.308017979
11315,0,0.305612917
11316,0,6.97E-09
11317,0,0.304219488
11318,0,0.328635238
11319,0,0.388174245
11320,0,0.319903224
11321,0,0.346340625
11322,0,0.305452483
11323,0,9.13E-09
11324,0,0.336923849
11325,0,0.326912054
11326,0,0.322896407
11327,0,0.296077606
11328,0,0.279103592
11329,0,0.319684314
11330,0,0.321819014
11331,0,0.315688979
11332,0,0.302389868
11333,0,0.339267031
11334,0,0.354856534
11335,0,0.362315836
11336,0,0.349375104
11337,0,0.308790214
11338,0,0.276107262
11339,0,0.34813112
11340,0,0.34813112
11341,0,8.36E-09
11342,0,0.298009374
11343,0,0.329015255
11344,0,0.28204072
11345,0,0.267421689
11346,0,7.37E-09
11347,0,0.313153254
11348,0,0.303524476
11349,0,7.43E-09
11350,0,0.331357893
11351,0,8.69E-09
11352,0,0.30771344
11353,0,9.50E-09
11354,0,0.334904707
11355,0,0.354024879
11356,0,9.61E-09
11357,0,0.361753428
11358,0,0.326109504
11359,0,9.50E-09
11360,0,0.355187767
11361,0,0.347950766
11362,0,0.333600261
11363,0,0.336499419
11364,0,0.326189402
11365,0,0.313903821
11366,0,9.08E-09
11367,0,8.58E-09
11368,0,0.334033849
11369,0,0.359240908
11370,0,0.366902623
11371,0,0.341088239
11372,0,0.34919155
11373,0,0.350215992
11374,0,0.30081563
11375,0,0.343352469
11376,0,0.346450886
11377,0,0.365867627
11378,0,9.14E-09
11379,0,8.64E-09
11380,0,0.346220256
11381,0,0.369565068
11382,0,9.03E-09
11383,0,0.281655462
11384,0,7.70E-09
11385,0,8.14E-09
11386,0,0.323096463
11387,0,0.361191399
11388,0,0.282139346
11389,0,0.305561245
11390,0,7.80E-09
11391,0,0.29633878
11392,0,0.324109141
11393,0,0.380457596
11394,0,0.369873782
11395,0,9.73E-09
11396,0,0.32584555
11397,0,0.338368008
11398,0,0.34506949
11399,0,0.326188754
11400,0,0.317979202
11401,0,0.321660244
11402,0,9.41E-09
11403,0,0.331250001
11404,0,0.27577564
11405,0,0.307240012
11406,0,8.00E-09
11407,0,7.56E-09
11408,0,0.309197229
11409,0,0.376448144
11410,0,0.390200239
11411,0,0.359781413
11412,0,0.307817195
11413,0,0.299996828
11414,0,0.29402638
11415,0,0.283562686
11416,0,0.295171657
11417,0,8.70E-09
11418,0,0.353388046
11419,0,0.3729717
11420,0,1.03E-08
11421,0,0.331584108
11422,0,0.353193715
11423,0,1.04E-08
11424,0,1.01E-08
11425,0,0.334426692
11426,0,0.300208826
11427,0,0.357449637
11428,0,0.349136215
11429,0,0.32081362
11430,0,0.339540009
11431,0,0.317105455
11432,0,0.348428239
11433,0,0.328737047
11434,0,0.328737047
11435,0,8.59E-09
11436,0,0.295203284
11437,0,0.301110564
11438,0,6.94E-09
11439,0,0.342183616
11440,0,0.31969135
11441,0,0.342652835
11442,0,0.342652835
11443,0,8.26E-09
11444,0,8.03E-09
11445,0,0.333695112
11446,0,0.29479486
11447,0,7.84E-09
11448,0,0.300208206
11449,0,0.277032939
11450,0,0.327072816
11451,0,0.32458876
11452,0,8.52E-09
11453,0,8.77E-09
11454,0,0.322317032
11455,0,0.371208058
11456,0,0.360731734
11457,0,9.09E-09
11458,0,0.340329661
11459,0,0.353117191
11460,0,8.31E-09
11461,0,9.57E-09
11462,0,0.313450632
11463,0,7.03E-09
11464,0,7.44E-09
11465,0,0.313916925
11466,0,0.363262448
11467,0,0.373769296
11468,0,0.327065319
11469,0,0.348914913
11470,0,0.31771458
11471,0,0.276496787
11472,0,0.326215889
11473,0,0.332451029
11474,0,0.296191812
11475,0,0.308095472
11476,0,7.25E-09
11477,0,7.68E-09
11478,0,0.295507352
11479,0,0.293158591
11480,0,0.343640096
11481,0,0.279621921
11482,0,8.06E-09
11483,0,0.355177928
11484,0,0.3655852
11485,0,8.87E-09
11486,0,0.295687822
11487,0,0.286372162
11488,0,7.88E-09
11489,0,0.357610892
11490,0,0.357610892
11491,0,9.33E-09
11492,0,8.57E-09
11493,0,0.334087639
11494,0,0.293495936
11495,0,0.373171434
11496,0,0.363970126
11497,0,9.06E-09
11498,0,1.01E-08
11499,0,0.339441482
11500,0,9.01E-09
11501,0,0.335684412
11502,0,0.348489335
11503,0,0.323308875
11504,0,0.313196009
11505,0,0.341778796
11506,0,7.77E-09
11507,0,8.70E-09
11508,0,0.351446719
11509,0,0.367044436
11510,0,0.355941011
11511,0,0.330306703
11512,0,0.338922989
11513,0,0.317314953
11514,0,0.313457962
11515,0,0.329461828
11516,0,0.357344827
11517,0,0.350888214
11518,0,9.86E-09
11519,0,9.32E-09
11520,0,0.345138942
11521,0,0.338541189
11522,0,0.364333259
11523,0,0.374852846
11524,0,0.264983627
11525,0,0.298398343
11526,0,0.322563494
11527,0,0.34715418
11528,0,0.334470937
11529,0,0.32048626
11530,0,0.35197087
11531,0,0.335117712
11532,0,0.373427385
11533,0,0.356423063
11534,0,0.343881127
11535,0,0.356729938
11536,0,9.29E-09
11537,0,0.309649423
11538,0,0.350815603
11539,0,8.80E-09
11540,0,0.364780781
11541,0,0.349226184
11542,0,1.01E-08
11543,0,0.33433754
11544,0,0.331509866
11545,0,0.32777057
11546,0,0.356042422
11547,0,0.349596541
11548,0,9.01E-09
11549,0,0.31108233
11550,0,0.338309874
11551,0,0.33203262
11552,0,0.326128126
11553,0,0.366668891
11554,0,0.311405106
11555,0,9.39E-09
11556,0,0.316576926
11557,0,0.318420578
11558,0,0.337696523
11559,0,0.302161737
11560,0,0.27550535
11561,0,0.354549991
11562,0,0.278638387
11563,0,0.356195569
11564,0,9.54E-09
11565,0,9.27E-09
11566,0,0.364889491
11567,0,0.326523605
11568,0,0.346516138
11569,0,0.329139146
11570,0,0.313143633
11571,0,7.77E-09
11572,0,0.334155746
11573,0,0.330401357
11574,0,0.341601056
11575,0,0.277822913
11576,0,0.331542901
11577,0,0.287683181
11578,0,0.317450716
11579,0,0.332120431
11580,0,0.332120431
11581,0,0.320412669
11582,0,0.342930103
11583,0,7.81E-09
11584,0,8.50E-09
11585,0,0.319154961
11586,0,0.32653775
11587,0,0.349264409
11588,0,0.296712016
11589,0,0.357551239
11590,0,0.322112398
11591,0,9.33E-09
11592,0,9.33E-09
11593,0,0.303826658
11594,0,0.303826658
11595,0,7.74E-09
11596,0,0.365123139
11597,0,0.369054618
11598,0,9.80E-09
11599,0,0.358764612
11600,0,0.318880488
11601,0,0.331266802
11602,0,8.44E-09
11603,0,8.44E-09
11604,0,0.280895377
11605,0,0.349056506
11606,0,0.328898268
11607,0,0.354286134
11608,0,8.35E-09
11609,0,0.292222999
11610,0,0.269426833
11611,0,7.88E-09
11612,0,0.323119281
11613,0,0.326831313
11614,0,8.14E-09
11615,0,0.332451029
11616,0,0.332451029
11617,0,0.311045573
11618,0,0.296585
11619,0,0.372602022
11620,0,0.366026748
11621,0,0.324419474
11622,0,0.362586843
11623,0,0.322723143
11624,0,0.28918247
11625,0,8.21E-09
11626,0,8.45E-09
11627,0,0.339099671
11628,0,0.316712519
11629,0,0.375738125
11630,0,0.366510534
11631,0,9.97E-09
11632,0,1.03E-08
11633,0,0.371151223
11634,0,0.384421967
11635,0,0.381951016
11636,0,0.351804268
11637,0,0.338394222
11638,0,0.322164926
11639,0,0.276603172
11640,0,0.305716276
11641,0,0.35102727
11642,0,0.363994962
11643,0,0.318728046
11644,0,0.279704858
11645,0,7.62E-09
11646,0,0.33188706
11647,0,0.309752907
11648,0,0.355386298
11649,0,0.338964299
11650,0,0.326430661
11651,0,0.326484204
11652,0,0.336489446
11653,0,0.346767971
11654,0,0.383385281
11655,0,1.01E-08
11656,0,9.85E-09
11657,0,0.312377766
11658,0,7.53E-09
11659,0,0.31615561
11660,0,0.281975807
11661,0,0.324536026
11662,0,0.296745147
11663,0,9.54E-09
11664,0,0.314980264
11665,0,0.314980264
11666,0,8.77E-09
11667,0,0.303801891
11668,0,0.334454173
11669,0,0.305345117
11670,0,0.308946155
11671,0,8.39E-09
11672,0,0.30090563
11673,0,0.316564132
11674,0,0.315892441
11675,0,0.328840302
11676,0,0.290259455
11677,0,7.67E-09
11678,0,0.338595719
11679,0,0.323381712
11680,0,0.357792313
11681,0,0.347485376
11682,0,0.341724682
11683,0,0.361022864
11684,0,8.22E-09
11685,0,0.325193427
11686,0,0.359497295
11687,0,1.01E-08
11688,0,0.317134233
11689,0,0.30503531
11690,0,8.38E-09
11691,0,0.367893417
11692,0,0.317105455
11693,0,9.38E-09
11694,0,9.64E-09
11695,0,0.281104816
11696,0,0.306877335
11697,0,0.330216033
11698,0,0.355651712
11699,0,8.50E-09
11700,0,8.99E-09
11701,0,0.353092011
11702,0,0.346670789
11703,0,8.65E-09
11704,0,0.36095225
11705,0,0.314867209
11706,0,0.369245556
11707,0,8.52E-09
11708,0,9.54E-09
11709,0,0.314788419
11710,0,0.367574111
11711,0,0.321513772
11712,0,0.300464668
11713,0,0.294564719
11714,0,8.20E-09
11715,0,0.337714146
11716,0,0.347885776
11717,0,0.372772809
11718,0,0.359669244
11719,0,0.369713964
11720,0,0.324963203
11721,0,0.339837823
11722,0,0.312545393
11723,0,8.29E-09
11724,0,0.346984585
11725,0,0.37238481
11726,0,0.315167306
11727,0,9.40E-09
11728,0,0.331425067
11729,0,0.328924113
11730,0,7.76E-09
11731,0,0.313634067
11732,0,0.351769127
11733,0,0.321214752
11734,0,0.291244868
11735,0,0.329569425
11736,0,0.329569425
11737,0,8.72E-09
11738,0,0.280747843
11739,0,0.329750612
11740,0,0.324942487
11741,0,0.29477584
11742,0,0.335277275
11743,0,0.319671453
11744,0,0.368013318
11745,0,9.49E-09
11746,0,0.369193011
11747,0,0.360033455
11748,0,0.331748882
11749,0,0.29297575
11750,0,0.345496764
11751,0,9.52E-09
11752,0,9.00E-09
11753,0,0.333086571
11754,0,0.333822904
11755,0,0.306676964
11756,0,0.310446879
11757,0,0.341440798
11758,0,1.02E-08
11759,0,0.306760441
11760,0,0.372459325
11761,0,0.311594827
11762,0,0.301424815
11763,0,0.266623065
11764,0,7.14E-09
11765,0,0.289764653
11766,0,0.307499213
11767,0,6.95E-09
11768,0,7.15E-09
11769,0,0.36630932
11770,0,0.383504241
11771,0,0.344358093
11772,0,0.325496936
11773,0,8.80E-09
11774,0,0.37370473
11775,0,0.299342669
11776,0,0.336027218
11777,0,8.39E-09
11778,0,0.334500139
11779,0,0.299741214
11780,0,0.303208955
11781,0,0.327581787
