hh_id,hh_type,race
419,single_Male_head_of_household,White
420,single_Male_head_of_household,White
421,unmarried_couple,White
422,unmarried_couple,White
423,married_couple,White
423,married_couple,Asian
424,married_couple,Asian
424,married_couple,White
425,unmarried_couple,Black
426,married_couple,White
427,unmarried_couple,White
427,unmarried_couple,Asian
428,unmarried_couple,Asian
428,unmarried_couple,White
429,unmarried_couple,White
429,unmarried_couple,Asian
430,single_Male_head_of_household,White
431,unmarried_couple,White
431,unmarried_couple,Black
432,married_couple,White
432,married_couple,Asian
433,single_Female_head_of_household,White
434,single_Male_head_of_household,Asian
435,unmarried_couple,Asian
435,unmarried_couple,White
436,single_Male_head_of_household,White
437,single_Male_head_of_household,White
438,unmarried_couple,White
439,unmarried_couple,White
440,married_couple,White
441,married_couple,White
441,married_couple,Asian
442,unmarried_couple,White
443,married_couple,White
443,married_couple,Asian
444,married_couple,White
445,married_couple,White
445,married_couple,Asian
446,single_Male_head_of_household,White
447,single_Male_head_of_household,White
448,unmarried_couple,White
449,single_Female_head_of_household,Asian
450,single_Male_head_of_household,White
451,unmarried_couple,White
451,unmarried_couple,Black
452,unmarried_couple,White
452,unmarried_couple,Asian
453,unmarried_couple,White
454,single_Male_head_of_household,White
455,single_Female_head_of_household,Asian
456,single_Male_head_of_household,White
457,single_Male_head_of_household,White
458,unmarried_couple,Asian
459,unmarried_couple,Asian
459,unmarried_couple,White
460,single_Male_head_of_household,Asian
461,single_Male_head_of_household,Asian
462,unmarried_couple,White
462,unmarried_couple,Black
463,single_Male_head_of_household,White
464,unmarried_couple,White
465,unmarried_couple,White
465,unmarried_couple,Asian
466,unmarried_couple,White
467,single_Male_head_of_household,White
468,unmarried_couple,White
469,unmarried_couple,Black
469,unmarried_couple,White
470,married_couple,Asian
470,married_couple,White
471,unmarried_couple,Asian
472,single_Female_head_of_household,White
473,married_couple,White
474,married_couple,White
475,married_couple,Asian
475,married_couple,Black
476,single_Male_head_of_household,White
477,single_Male_head_of_household,Black
478,single_Male_head_of_household,White
479,single_Male_head_of_household,Asian
480,single_Female_head_of_household,White
481,single_Male_head_of_household,White
482,single_Male_head_of_household,Black
483,married_couple,Black
483,married_couple,Asian
484,single_Male_head_of_household,White
485,single_Male_head_of_household,Black
486,single_Male_head_of_household,White
487,single_Male_head_of_household,White
488,single_Male_head_of_household,Asian
489,single_Male_head_of_household,White
490,unmarried_couple,White
491,married_couple,White
492,single_Male_head_of_household,Black
493,married_couple,Black
493,married_couple,White
494,unmarried_couple,White
494,unmarried_couple,Black
495,unmarried_couple,Asian
495,unmarried_couple,White
496,unmarried_couple,White
497,single_Male_head_of_household,Asian
498,married_couple,White
499,single_Male_head_of_household,Asian
500,married_couple,Black
501,unmarried_couple,Asian
501,unmarried_couple,White
502,unmarried_couple,White
502,unmarried_couple,Asian
503,single_Male_head_of_household,White
504,unmarried_couple,White
505,single_Male_head_of_household,Black
506,single_Male_head_of_household,White
507,married_couple,White
508,married_couple,Black
508,married_couple,White
509,unmarried_couple,White
509,unmarried_couple,Black
510,unmarried_couple,White
511,single_Male_head_of_household,Black
512,single_Male_head_of_household,White
513,unmarried_couple,Asian
513,unmarried_couple,Black
514,unmarried_couple,White
514,unmarried_couple,Asian
515,unmarried_couple,Asian
516,unmarried_couple,White
517,unmarried_couple,White
517,unmarried_couple,Asian
518,unmarried_couple,White
519,unmarried_couple,Asian
519,unmarried_couple,White
520,unmarried_couple,White
521,married_couple,Asian
521,married_couple,White
522,unmarried_couple,White
523,married_couple,Asian
523,married_couple,White
524,unmarried_couple,White
524,unmarried_couple,Asian
525,single_Male_head_of_household,White
526,married_couple,White
526,married_couple,Black
527,married_couple,Black
527,married_couple,White
528,unmarried_couple,White
529,single_Female_head_of_household,White
530,single_Male_head_of_household,White
531,single_Male_head_of_household,White
532,married_couple,Asian
532,married_couple,White
533,married_couple,White
533,married_couple,Asian
534,married_couple,White
535,unmarried_couple,Asian
535,unmarried_couple,White
536,married_couple,Asian
536,married_couple,White
537,single_Male_head_of_household,White
538,unmarried_couple,White
539,single_Male_head_of_household,White
540,single_Male_head_of_household,Asian
541,unmarried_couple,Asian
542,married_couple,White
543,unmarried_couple,White
544,unmarried_couple,White
544,unmarried_couple,Black
545,unmarried_couple,White
546,married_couple,Black
546,married_couple,White
547,married_couple,White
548,unmarried_couple,Asian
549,single_Female_head_of_household,Black
550,single_Male_head_of_household,Asian
551,single_Female_head_of_household,White
552,single_Male_head_of_household,White
553,single_Female_head_of_household,White
554,single_Male_head_of_household,White
555,married_couple,Asian
556,married_couple,White
556,married_couple,Asian
557,unmarried_couple,White
558,married_couple,White
558,married_couple,Asian
559,married_couple,White
560,single_Male_head_of_household,Asian
561,married_couple,Black
562,unmarried_couple,White
563,single_Male_head_of_household,White
564,single_Male_head_of_household,White
565,married_couple,Asian
565,married_couple,White
566,unmarried_couple,White
567,single_Female_head_of_household,White
568,single_Male_head_of_household,Asian
569,married_couple,White
570,single_Male_head_of_household,White
571,married_couple,White
571,married_couple,Black
572,unmarried_couple,White
572,unmarried_couple,Asian
573,unmarried_couple,White
574,single_Male_head_of_household,Asian
575,single_Male_head_of_household,Black
576,single_Male_head_of_household,White
577,single_Male_head_of_household,White
578,unmarried_couple,White
579,single_Male_head_of_household,White
580,unmarried_couple,Asian
580,unmarried_couple,White
581,single_Male_head_of_household,White
582,single_Male_head_of_household,White
583,married_couple,White
584,unmarried_couple,Asian
584,unmarried_couple,Black
585,unmarried_couple,White
585,unmarried_couple,Black
586,single_Male_head_of_household,White
587,unmarried_couple,White
588,single_Male_head_of_household,White
589,single_Male_head_of_household,White
590,unmarried_couple,Asian
591,unmarried_couple,White
591,unmarried_couple,Black
592,unmarried_couple,White
593,unmarried_couple,White
594,married_couple,White
595,unmarried_couple,White
595,unmarried_couple,Asian
596,married_couple,Asian
596,married_couple,White
597,unmarried_couple,Asian
597,unmarried_couple,Black
598,unmarried_couple,White
598,unmarried_couple,Asian
599,single_Male_head_of_household,White
600,single_Female_head_of_household,White
601,single_Female_head_of_household,White
602,single_Male_head_of_household,Asian
603,married_couple,Black
603,married_couple,White
604,unmarried_couple,Asian
605,married_couple,White
606,unmarried_couple,Asian
606,unmarried_couple,White
607,unmarried_couple,White
608,single_Male_head_of_household,Asian
609,married_couple,White
609,married_couple,Asian
610,unmarried_couple,White
610,unmarried_couple,Asian
611,married_couple,White
612,married_couple,White
613,married_couple,White
614,single_Male_head_of_household,White
615,single_Female_head_of_household,White
616,married_couple,White
617,single_Male_head_of_household,White
618,unmarried_couple,Asian
618,unmarried_couple,White
619,unmarried_couple,White
620,married_couple,White
621,unmarried_couple,White
621,unmarried_couple,Asian
622,single_Male_head_of_household,White
623,single_Male_head_of_household,White
624,married_couple,White
625,unmarried_couple,Asian
625,unmarried_couple,Black
626,married_couple,White
627,unmarried_couple,White
628,married_couple,White
629,single_Male_head_of_household,White
630,married_couple,White
631,single_Female_head_of_household,White
632,single_Male_head_of_household,White
633,married_couple,White
633,married_couple,Asian
634,single_Male_head_of_household,White
635,married_couple,White
636,single_Female_head_of_household,White
637,single_Male_head_of_household,White
638,married_couple,White
638,married_couple,Asian
639,single_Male_head_of_household,White
640,married_couple,White
641,single_Female_head_of_household,White
642,unmarried_couple,White
643,single_Male_head_of_household,White
644,married_couple,White
645,unmarried_couple,White
645,unmarried_couple,Asian
646,unmarried_couple,Asian
647,unmarried_couple,Black
647,unmarried_couple,White
648,single_Male_head_of_household,White
649,unmarried_couple,Black
649,unmarried_couple,White
650,single_Male_head_of_household,White
651,unmarried_couple,White
652,unmarried_couple,White
653,unmarried_couple,White
654,married_couple,Asian
654,married_couple,Black
655,married_couple,White
656,married_couple,Black
656,married_couple,White
657,married_couple,Asian
657,married_couple,White
658,married_couple,White
659,unmarried_couple,White
660,unmarried_couple,Asian
660,unmarried_couple,Black
661,single_Male_head_of_household,White
662,unmarried_couple,White
663,single_Male_head_of_household,White
664,unmarried_couple,White
665,married_couple,White
665,married_couple,Black
666,unmarried_couple,Asian
666,unmarried_couple,White
667,single_Male_head_of_household,Asian
668,single_Male_head_of_household,Asian
669,single_Male_head_of_household,White
670,single_Male_head_of_household,Black
671,single_Male_head_of_household,White
672,married_couple,White
673,unmarried_couple,White
674,unmarried_couple,White
675,unmarried_couple,White
676,single_Male_head_of_household,White
677,unmarried_couple,White
678,single_Male_head_of_household,White
679,unmarried_couple,White
680,unmarried_couple,White
680,unmarried_couple,Asian
681,married_couple,White
682,married_couple,White
682,married_couple,Black
683,married_couple,White
683,married_couple,Asian
684,married_couple,Asian
685,single_Male_head_of_household,White
686,single_Male_head_of_household,White
687,married_couple,Asian
687,married_couple,White
688,single_Male_head_of_household,White
689,unmarried_couple,Asian
689,unmarried_couple,White
690,unmarried_couple,White
690,unmarried_couple,Black
691,single_Male_head_of_household,White
692,unmarried_couple,White
693,single_Male_head_of_household,Asian
694,unmarried_couple,White
695,married_couple,Asian
695,married_couple,White
696,single_Male_head_of_household,White
697,married_couple,White
698,married_couple,White
699,single_Male_head_of_household,White
700,married_couple,Asian
700,married_couple,White
701,unmarried_couple,White
702,married_couple,White
703,married_couple,White
704,single_Male_head_of_household,Asian
705,single_Male_head_of_household,Black
706,single_Female_head_of_household,Black
707,unmarried_couple,White
708,unmarried_couple,White
709,married_couple,White
710,unmarried_couple,White
711,unmarried_couple,White
712,single_Male_head_of_household,White
713,married_couple,White
714,single_Male_head_of_household,White
715,single_Female_head_of_household,White
716,married_couple,Black
716,married_couple,White
717,married_couple,White
718,single_Female_head_of_household,Black
719,married_couple,White
720,unmarried_couple,White
721,married_couple,White
722,single_Female_head_of_household,White
723,single_Male_head_of_household,White
724,single_Male_head_of_household,White
725,single_Female_head_of_household,Black
726,married_couple,Asian
726,married_couple,White
727,unmarried_couple,Asian
727,unmarried_couple,White
728,single_Male_head_of_household,White
729,single_Male_head_of_household,White
730,unmarried_couple,White
730,unmarried_couple,Black
731,unmarried_couple,White
731,unmarried_couple,Asian
732,unmarried_couple,White
733,single_Male_head_of_household,White
734,married_couple,White
735,married_couple,White
736,unmarried_couple,White
737,single_Female_head_of_household,White
738,single_Female_head_of_household,White
739,single_Male_head_of_household,White
740,single_Male_head_of_household,White
741,unmarried_couple,White
742,married_couple,White
743,single_Male_head_of_household,Asian
744,unmarried_couple,White
745,unmarried_couple,Asian
745,unmarried_couple,White
746,unmarried_couple,Black
746,unmarried_couple,White
747,married_couple,White
748,unmarried_couple,White
749,unmarried_couple,White
750,married_couple,Black
750,married_couple,White
751,single_Male_head_of_household,White
752,single_Male_head_of_household,White
753,married_couple,White
754,unmarried_couple,White
755,married_couple,Asian
755,married_couple,White
756,single_Male_head_of_household,White
757,married_couple,White
758,single_Male_head_of_household,White
759,married_couple,White
759,married_couple,Asian
760,single_Male_head_of_household,White
761,married_couple,White
762,unmarried_couple,Asian
762,unmarried_couple,White
763,married_couple,White
763,married_couple,Asian
764,married_couple,Black
764,married_couple,White
765,single_Male_head_of_household,Black
766,unmarried_couple,White
767,unmarried_couple,White
768,unmarried_couple,Asian
769,single_Male_head_of_household,White
770,unmarried_couple,White
771,unmarried_couple,White
771,unmarried_couple,Black
772,single_Male_head_of_household,Asian
773,unmarried_couple,Black
773,unmarried_couple,White
774,single_Female_head_of_household,Black
775,unmarried_couple,White
776,unmarried_couple,White
777,single_Male_head_of_household,Black
778,single_Male_head_of_household,White
779,unmarried_couple,White
779,unmarried_couple,Black
780,single_Male_head_of_household,White
781,single_Male_head_of_household,White
782,single_Male_head_of_household,White
783,unmarried_couple,White
784,married_couple,White
785,unmarried_couple,Asian
785,unmarried_couple,White
786,unmarried_couple,Black
786,unmarried_couple,White
787,unmarried_couple,Asian
787,unmarried_couple,White
788,married_couple,White
788,married_couple,Asian
789,married_couple,Asian
789,married_couple,White
790,single_Male_head_of_household,Asian
791,single_Male_head_of_household,Black
792,single_Male_head_of_household,Asian
793,unmarried_couple,White
794,single_Male_head_of_household,Asian
795,married_couple,Asian
795,married_couple,White
796,unmarried_couple,White
797,unmarried_couple,White
797,unmarried_couple,Black
798,unmarried_couple,White
798,unmarried_couple,Black
799,unmarried_couple,White
800,single_Male_head_of_household,White
801,unmarried_couple,Black
802,single_Female_head_of_household,White
803,married_couple,White
804,married_couple,White
804,married_couple,Black
805,unmarried_couple,White
806,married_couple,White
807,unmarried_couple,White
808,single_Male_head_of_household,White
809,unmarried_couple,White
809,unmarried_couple,Asian
810,married_couple,White
811,single_Female_head_of_household,White
812,unmarried_couple,Black
812,unmarried_couple,White
813,unmarried_couple,Asian
813,unmarried_couple,White
814,unmarried_couple,White
815,single_Female_head_of_household,White
816,single_Male_head_of_household,Asian
817,single_Male_head_of_household,Black
818,unmarried_couple,White
819,married_couple,White
820,unmarried_couple,White
821,single_Female_head_of_household,White
822,single_Female_head_of_household,White
823,single_Male_head_of_household,Asian
824,single_Male_head_of_household,Black
825,single_Female_head_of_household,Black
826,married_couple,White
827,unmarried_couple,Asian
827,unmarried_couple,White
828,single_Male_head_of_household,Black
829,single_Male_head_of_household,Black
830,single_Male_head_of_household,Black
831,married_couple,White
832,unmarried_couple,White
833,unmarried_couple,White
834,single_Male_head_of_household,Asian
835,unmarried_couple,White
835,unmarried_couple,Asian
836,single_Female_head_of_household,White
837,unmarried_couple,Asian
837,unmarried_couple,White
838,single_Male_head_of_household,Asian
839,single_Male_head_of_household,White
840,unmarried_couple,Black
841,married_couple,Black
841,married_couple,White
842,unmarried_couple,White
842,unmarried_couple,Black
843,unmarried_couple,Asian
843,unmarried_couple,White
844,married_couple,White
844,married_couple,Black
845,single_Female_head_of_household,White
846,single_Male_head_of_household,White
847,single_Male_head_of_household,Black
848,single_Male_head_of_household,Black
849,unmarried_couple,White
849,unmarried_couple,Black
850,single_Female_head_of_household,White
851,unmarried_couple,White
851,unmarried_couple,Asian
852,single_Male_head_of_household,Asian
853,single_Male_head_of_household,White
854,single_Male_head_of_household,Black
855,single_Male_head_of_household,White
856,single_Male_head_of_household,White
857,unmarried_couple,White
858,married_couple,White
859,single_Male_head_of_household,White
860,married_couple,White
860,married_couple,Black
861,unmarried_couple,White
862,unmarried_couple,Black
862,unmarried_couple,White
863,married_couple,Asian
863,married_couple,White
864,married_couple,White
864,married_couple,Asian
865,unmarried_couple,White
866,unmarried_couple,White
866,unmarried_couple,Black
867,married_couple,White
867,married_couple,Black
868,unmarried_couple,Asian
868,unmarried_couple,White
869,married_couple,White
870,single_Male_head_of_household,White
